# x/A y/A z/A  W/(kJ/mol)
 -17.773  -17.715  -28.281 4.401e-01
 -17.773  -17.715  -26.281 1.017e+00
 -17.773  -17.715  -24.281 2.595e+00
 -17.773  -17.715  -22.281 5.454e+00
 -17.773  -17.715   -8.281 8.536e+01
 -17.773  -17.715   -6.281 8.656e+01
 -17.773  -17.715   -4.281 7.438e+01
 -17.773  -17.715   75.719 4.705e+00
 -17.773  -17.715   77.719 1.202e+00
 -17.773  -17.715   79.719 6.904e-01
 -17.773  -15.715  -28.281 -5.700e-04
 -17.773  -15.715  -26.281 9.475e-01
 -17.773  -15.715   -8.281 9.188e+01
 -17.773  -15.715   -6.281 7.406e+01
 -17.773  -15.715   75.719 5.895e+00
 -17.773  -15.715   77.719 1.590e+00
 -17.773  -15.715   79.719 9.497e-01
 -17.773  -13.715  -28.281 8.549e-01
 -17.773  -13.715  -10.281 5.005e+01
 -17.773  -13.715   -8.281 4.940e+01
 -17.773  -13.715   77.719 2.900e+00
 -17.773  -13.715   79.719 1.176e+00
 -17.773  -11.715  -16.281 1.724e+01
 -17.773  -11.715  -14.281 3.199e+01
 -17.773  -11.715  -12.281 3.623e+01
 -17.773  -11.715   77.719 3.168e+00
 -17.773  -11.715   79.719 1.231e+00
 -17.773   -9.715   77.719 2.237e+00
 -17.773   -9.715   79.719 1.079e+00
 -17.773   -7.715   71.719 3.790e+00
 -17.773   -7.715   73.719 3.559e+00
 -17.773   -7.715   75.719 2.223e+00
 -17.773   -7.715   77.719 1.292e+00
 -17.773   -7.715   79.719 8.566e-01
 -17.773   -5.715   61.719 -9.483e+00
 -17.773   -5.715   69.719 3.775e+00
 -17.773   -5.715   71.719 2.686e+00
 -17.773   -5.715   73.719 1.740e+00
 -17.773   -5.715   75.719 1.334e+00
 -17.773   -5.715   77.719 9.465e-01
 -17.773   -5.715   79.719 6.888e-01
 -17.773   -3.715   63.719 -7.803e+00
 -17.773   -3.715   73.719 2.748e+00
 -17.773   -3.715   75.719 1.305e+00
 -17.773   -3.715   77.719 8.133e-01
 -17.773   -3.715   79.719 5.890e-01
 -17.773   -1.715   61.719 -8.996e+00
 -17.773   -1.715   63.719 -3.996e+00
 -17.773   -1.715   73.719 4.418e+00
 -17.773   -1.715   75.719 1.527e+00
 -17.773   -1.715   77.719 8.040e-01
 -17.773   -1.715   79.719 5.460e-01
 -17.773    0.285   73.719 5.053e+00
 -17.773    0.285   75.719 1.416e+00
 -17.773    0.285   77.719 7.631e-01
 -17.773    0.285   79.719 5.230e-01
 -17.773    2.285  -28.281 4.946e+00
 -17.773    2.285   73.719 2.990e+00
 -17.773    2.285   75.719 1.033e+00
 -17.773    2.285   77.719 6.342e-01
 -17.773    2.285   79.719 4.797e-01
 -17.773    4.285  -28.281 2.697e+00
 -17.773    4.285  -26.281 4.752e+00
 -17.773    4.285  -24.281 7.071e+00
 -17.773    4.285  -22.281 1.100e+01
 -17.773    4.285  -20.281 1.778e+01
 -17.773    4.285   73.719 1.345e+00
 -17.773    4.285   75.719 6.454e-01
 -17.773    4.285   77.719 5.086e-01
 -17.773    4.285   79.719 4.596e-01
 -17.773    6.285  -28.281 1.836e+00
 -17.773    6.285  -26.281 3.258e+00
 -17.773    6.285  -24.281 5.145e+00
 -17.773    6.285  -22.281 9.729e+00
 -17.773    6.285   73.719 1.907e+00
 -17.773    6.285   75.719 5.074e-01
 -17.773    6.285   77.719 4.907e-01
 -17.773    6.285   79.719 4.924e-01
 -17.773    8.285  -28.281 1.332e+00
 -17.773    8.285  -26.281 3.167e+00
 -17.773    8.285  -24.281 6.701e+00
 -17.773    8.285   73.719 2.617e+00
 -17.773    8.285   75.719 1.058e+00
 -17.773    8.285   77.719 7.727e-01
 -17.773    8.285   79.719 7.119e-01
 -17.773   10.285  -28.281 1.232e+00
 -17.773   10.285   -8.281 2.408e+01
 -17.773   10.285   75.719 2.574e+00
 -17.773   10.285   77.719 1.435e+00
 -17.773   10.285   79.719 1.148e+00
 -17.773   12.285  -28.281 1.281e+00
 -17.773   12.285  -10.281 3.397e+01
 -17.773   12.285   -8.281 4.000e+01
 -17.773   12.285   75.719 4.495e+00
 -17.773   12.285   77.719 2.600e+00
 -17.773   12.285   79.719 1.596e+00
 -17.773   14.285  -28.281 4.386e-01
 -17.773   14.285  -16.281 1.845e+01
 -17.773   14.285  -14.281 6.190e+01
 -17.773   14.285  -12.281 7.245e+01
 -17.773   14.285  -10.281 7.502e+01
 -17.773   14.285   77.719 3.789e+00
 -17.773   14.285   79.719 1.941e+00
 -17.773   16.285  -20.281 6.299e+00
 -17.773   16.285  -18.281 5.518e+00
 -17.773   16.285  -16.281 1.735e+01
 -17.773   16.285  -14.281 8.353e+01
 -17.773   16.285  -12.281 1.007e+02
 -17.773   16.285  -10.281 9.825e+01
 -17.773   16.285   -8.281 8.809e+01
 -17.773   16.285   -2.281 7.599e+01
 -17.773   16.285   77.719 4.471e+00
 -17.773   16.285   79.719 2.163e+00
 -17.773   18.285  -22.281 1.247e+01
 -17.773   18.285  -20.281 9.558e+00
 -17.773   18.285  -18.281 5.702e+00
 -17.773   18.285  -16.281 1.833e+01
 -17.773   18.285  -14.281 9.129e+01
 -17.773   18.285  -12.281 1.154e+02
 -17.773   18.285  -10.281 1.187e+02
 -17.773   18.285   -8.281 1.150e+02
 -17.773   18.285   -6.281 1.174e+02
 -17.773   18.285   -4.281 1.214e+02
 -17.773   18.285   -2.281 1.079e+02
 -17.773   18.285   -0.281 1.035e+02
 -17.773   18.285    1.719 8.866e+01
 -17.773   18.285    3.719 7.864e+01
 -17.773   18.285   79.719 2.550e+00
 -15.774  -17.715  -28.281 1.139e+00
 -15.774  -17.715  -26.281 2.070e+00
 -15.774  -17.715  -24.281 4.404e+00
 -15.774  -17.715   75.719 2.834e+00
 -15.774  -17.715   77.719 4.123e-01
 -15.774  -17.715   79.719 4.253e-01
 -15.774  -15.715  -28.281 5.727e-01
 -15.774  -15.715  -26.281 2.369e+00
 -15.774  -15.715  -24.281 4.086e+00
 -15.774  -15.715   -8.281 3.624e+01
 -15.774  -15.715   75.719 2.600e+00
 -15.774  -15.715   77.719 9.116e-01
 -15.774  -15.715   79.719 6.708e-01
 -15.774  -13.715  -28.281 1.183e+00
 -15.774  -13.715   -8.281 2.947e+01
 -15.774  -13.715   75.719 5.506e+00
 -15.774  -13.715   77.719 1.906e+00
 -15.774  -13.715   79.719 8.901e-01
 -15.774  -11.715   75.719 6.721e+00
 -15.774  -11.715   77.719 2.089e+00
 -15.774  -11.715   79.719 9.423e-01
 -15.774   -9.715   71.719 5.884e+00
 -15.774   -9.715   73.719 5.602e+00
 -15.774   -9.715   75.719 3.060e+00
 -15.774   -9.715   77.719 1.408e+00
 -15.774   -9.715   79.719 8.191e-01
 -15.774   -7.715   69.719 3.130e+00
 -15.774   -7.715   71.719 1.411e+00
 -15.774   -7.715   73.719 1.585e+00
 -15.774   -7.715   75.719 1.251e+00
 -15.774   -7.715   77.719 8.748e-01
 -15.774   -7.715   79.719 6.190e-01
 -15.774   -5.715   69.719 8.591e-01
 -15.774   -5.715   71.719 2.975e-01
 -15.774   -5.715   73.719 7.145e-01
 -15.774   -5.715   75.719 7.078e-01
 -15.774   -5.715   77.719 5.732e-01
 -15.774   -5.715   79.719 4.531e-01
