# x/A y/A z/A  W/(kJ/mol)
  39.479   57.986   -1.143 2.678e-01
  39.343   57.970    3.478 4.441e-01
  39.660   57.984    7.788 7.973e-01
  39.903   58.010   11.791 1.319e+00
  40.306   58.274   14.948 1.830e+00
  41.075   58.709   17.954 2.305e+00
  42.270   59.062   21.443 2.894e+00
  44.375   59.515   23.231 4.082e+00
  46.905   60.305   23.896 6.044e+00
  49.098   61.292   24.288 7.768e+00
  51.272   61.786   24.679 9.491e+00
  53.680   62.655   25.322 1.106e+01
  55.860   63.176   25.646 1.085e+01
  58.307   62.820   26.343 9.933e+00
  60.570   63.568   27.337 9.412e+00
  63.026   64.699   28.745 9.352e+00
  65.083   65.472   30.250 9.305e+00
  65.813   65.704   32.250 9.836e+00
  66.269   65.355   34.250 1.037e+01
  66.632   64.810   36.250 1.223e+01
  66.005   63.360   38.250 2.976e+01
  65.148   64.061   40.250 8.884e+01
  64.549   64.909   42.250 8.136e+01
  64.185   65.041   44.250 6.120e+01
  64.123   65.356   46.250 5.560e+01
  64.671   64.499   48.250 7.059e+01
  64.777   64.706   50.250 5.947e+01
  64.739   64.472   52.250 6.176e+01
  64.862   64.861   54.250 8.330e+01
  65.490   65.745   56.250 8.194e+01
  66.408   65.639   58.250 6.740e+01
  66.240   65.352   60.250 6.804e+01
  65.628   65.310   62.250 7.474e+01
  65.300   63.871   64.250 8.963e+01
  65.196   63.568   66.250 1.143e+02
  65.197   63.416   67.250 1.124e+02
  64.980   65.471   69.250 1.322e+02
  64.974   65.400   71.250 1.687e+02
  65.444   65.622   73.250 2.052e+02
  65.605   63.268   75.250 2.052e+02
  65.793   63.141   77.250 2.071e+02
  65.859   63.333   79.250 1.943e+02
  65.921   63.537   81.250 8.466e+01
  65.984   63.736   83.250 2.862e+01
  66.074   63.950   85.250 1.376e+01
  66.613   64.653   87.250 1.132e+01
  66.310   65.861   89.050 1.024e+01
  65.449   65.770   91.050 1.021e+01
  64.483   65.223   93.050 9.820e+00
  64.428   65.267   95.050 9.853e+00
  64.340   64.866   97.050 1.010e+01
  64.305   64.705   99.050 1.034e+01
  64.423   64.132  101.050 1.080e+01
  65.118   64.544  103.050 1.102e+01
  64.871   65.073  105.050 1.130e+01
  64.475   65.426  107.050 1.120e+01
  64.802   65.482  109.050 1.095e+01
  65.085   65.574  111.050 1.031e+01
  65.276   65.946  113.050 9.275e+00
  65.247   65.977  115.050 8.438e+00
  64.978   66.001  117.050 7.849e+00
  64.653   66.095  119.050 7.474e+00
  64.688   65.907  121.050 7.064e+00
  64.823   67.734  123.050 6.956e+00
  65.098   64.996  125.050 5.940e+00
  64.981   65.156  127.050 5.518e+00
  64.760   65.214  129.050 4.826e+00
  64.207   65.653  131.050 4.278e+00
  63.676   65.698  133.050 3.779e+00
  63.545   65.444  135.050 3.362e+00
  63.353   64.910  137.050 3.069e+00
  62.722   64.672  139.050 2.828e+00
  62.281   64.565  141.050 2.556e+00
  62.478   64.826  143.050 2.356e+00
  62.806   65.123  145.050 2.072e+00
  63.386   65.057  147.050 1.696e+00
